Notes,County,County Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F),County_Formatted,latitude,longitude
,"Nelson County, VA",51125.0,64.05,47.19,88.52,"Nelson County, VA",37.7921,-78.9043
,"New Kent County, VA",51127.0,67.22,48.27,90.9,"New Kent County, VA",37.5016,-76.9992
,"Northampton County, VA",51131.0,61.41,56.51,87.89,"Northampton County, VA",37.336,-75.9575
,"Northumberland County, VA",51133.0,61.34,52.53,88.11,"Northumberland County, VA",37.8565,-76.4533
,"Nottoway County, VA",51135.0,67.29,48.96,90.53,"Nottoway County, VA",37.1384,-78.0695
,"Orange County, VA",51137.0,65.22,47.68,89.93,"Orange County, VA",38.2553,-77.9908
,"Page County, VA",51139.0,61.17,45.05,87.1,"Page County, VA",38.6265,-78.4806
,"Patrick County, VA",51141.0,63.8,47.81,87.91,"Patrick County, VA",36.7075,-80.274
,"Pittsylvania County, VA",51143.0,66.86,49.37,89.86,"Pittsylvania County, VA",36.8385,-79.3957
,"Powhatan County, VA",51145.0,66.93,48.0,90.53,"Powhatan County, VA",37.5527,-77.8872
,"Prince Edward County, VA",51147.0,67.0,49.13,90.25,"Prince Edward County, VA",37.2386,-78.4589
,"Prince George County, VA",51149.0,67.85,48.42,91.2,"Prince George County, VA",37.1589,-77.2486
,"Prince William County, VA",51153.0,64.45,47.02,89.98,"Prince William County, VA",38.7221,-77.4444
,"Pulaski County, VA",51155.0,61.57,44.55,85.88,"Pulaski County, VA",37.0622,-80.7281
,"Rappahannock County, VA",51157.0,62.2,46.17,88.38,"Rappahannock County, VA",38.6922,-78.1291
,"Richmond County, VA",51159.0,65.39,48.69,90.24,"Richmond County, VA",37.9603,-76.7345
,"Roanoke County, VA",51161.0,62.92,46.47,87.1,"Roanoke County, VA",37.2655,-80.1509
,"Rockbridge County, VA",51163.0,61.68,45.77,87.09,"Rockbridge County, VA",37.8101,-79.4404
,"Rockingham County, VA",51165.0,60.99,44.22,86.62,"Rockingham County, VA",38.5292,-78.9401
,"Russell County, VA",51167.0,61.69,45.74,85.99,"Russell County, VA",36.9262,-82.0747
,"Scott County, VA",51169.0,63.07,47.7,86.83,"Scott County, VA",36.7396,-82.5828
,"Shenandoah County, VA",51171.0,61.6,45.04,87.42,"Shenandoah County, VA",38.8538,-78.5869
,"Smyth County, VA",51173.0,59.42,44.31,85.16,"Smyth County, VA",36.823,-81.5102
,"Southampton County, VA",51175.0,68.55,49.67,91.61,"Southampton County, VA",36.7705,-77.0963
,"Spotsylvania County, VA",51177.0,65.59,47.55,90.3,"Spotsylvania County, VA",38.1861,-77.6566
,"Stafford County, VA",51179.0,65.3,46.91,90.29,"Stafford County, VA",38.4174,-77.4766
,"Surry County, VA",51181.0,67.54,49.47,91.09,"Surry County, VA",37.0936,-76.8952
,"Sussex County, VA",51183.0,68.05,48.95,91.33,"Sussex County, VA",36.9125,-77.2851
,"Tazewell County, VA",51185.0,59.58,44.07,85.15,"Tazewell County, VA",37.1358,-81.6058
,"Warren County, VA",51187.0,61.54,45.61,87.66,"Warren County, VA",38.8968,-78.1977
,"Washington County, VA",51191.0,61.99,46.11,86.19,"Washington County, VA",36.7615,-81.9556
,"Westmoreland County, VA",51193.0,63.65,49.72,89.69,"Westmoreland County, VA",38.122,-76.9656
,"Wise County, VA",51195.0,61.11,46.01,86.01,"Wise County, VA",37.0011,-82.6307
,"Wythe County, VA",51197.0,60.48,44.24,85.21,"Wythe County, VA",36.9145,-81.0571
,"York County, VA",51199.0,65.85,51.88,90.33,"York County, VA",37.2317,-76.5476
,"Alexandria city, VA",51510.0,64.71,47.19,90.5,"Alexandria city, VA",38.8152,-77.0903
,"Bedford city, VA",51515.0,65.46,48.47,88.97,"Bedford city, VA",,
,"Bristol city, VA",51520.0,63.95,48.54,87.23,"Bristol city, VA",36.6362,-82.1156
,"Buena Vista city, VA",51530.0,62.13,46.28,86.86,"Buena Vista city, VA",37.7286,-79.3561
,"Charlottesville city, VA",51540.0,65.67,48.23,90.09,"Charlottesville city, VA",38.04,-78.4779
,"Chesapeake city, VA",51550.0,68.06,51.9,91.37,"Chesapeake city, VA",36.7083,-76.2763
,"Clifton Forge city, VA",51560.0,63.13,45.99,87.48,"Clifton Forge city, VA",,
,"Colonial Heights city, VA",51570.0,67.69,48.23,91.14,"Colonial Heights city, VA",37.2657,-77.3989
,"Covington city, VA",51580.0,61.24,44.06,86,"Covington city, VA",,
,"Danville city, VA",51590.0,67.74,49.88,90.42,"Danville city, VA",36.5928,-79.4163
,"Emporia city, VA",51595.0,68.46,49.5,91.49,"Emporia city, VA",36.6973,-77.535
,"Fairfax city, VA",51600.0,63.87,46.52,89.54,"Fairfax city, VA",38.852,-77.3021
,"Falls Church city, VA",51610.0,63.81,46.71,89.75,"Falls Church city, VA",38.8821,-77.1728
,"Franklin city, VA",51620.0,68.76,50.09,91.71,"Franklin city, VA",36.6775,-76.9326
,"Fredericksburg city, VA",51630.0,65.74,47.42,90.69,"Fredericksburg city, VA",38.2983,-77.4857
,"Galax city, VA",51640.0,60.92,44.6,85.14,"Galax city, VA",,
,"Hampton city, VA",51650.0,64.98,54.34,89.81,"Hampton city, VA",37.0509,-76.407
,"Harrisonburg city, VA",51660.0,62.27,45.38,87.14,"Harrisonburg city, VA",38.4398,-78.8702
,"Hopewell city, VA",51670.0,67.73,48.1,91.12,"Hopewell city, VA",37.2877,-77.2944
,"Lexington city, VA",51678.0,63.13,47.46,88.13,"Lexington city, VA",37.7802,-79.4439
,"Lynchburg city, VA",51680.0,65.81,49.22,89.62,"Lynchburg city, VA",37.4008,-79.1841
,"Manassas city, VA",51683.0,64.47,46.9,89.89,"Manassas city, VA",38.7449,-77.4824
,"Manassas Park city, VA",51685.0,64.17,47.04,89.85,"Manassas Park city, VA",38.7713,-77.4363
,"Martinsville city, VA",51690.0,66.61,49.38,89.5,"Martinsville city, VA",,
,"Newport News city, VA",51700.0,66.11,51.7,90.36,"Newport News city, VA",37.0899,-76.4907
,"Norfolk city, VA",51710.0,65.86,53.7,90.19,"Norfolk city, VA",36.8988,-76.2389
,"Norton city, VA",51720.0,59.62,44.54,85.07,"Norton city, VA",36.9301,-82.6355
,"Petersburg city, VA",51730.0,67.84,48.35,91.18,"Petersburg city, VA",37.2052,-77.3908
,"Poquoson city, VA",51735.0,63.66,55.15,89.09,"Poquoson city, VA",37.1354,-76.3342
,"Portsmouth city, VA",51740.0,67.78,51.95,91.38,"Portsmouth city, VA",36.8219,-76.3446
,"Radford city, VA",51750.0,62.23,45.09,86.31,"Radford city, VA",37.1206,-80.5616
,"Richmond city, VA",51760.0,67.1,47.94,90.82,"Richmond city, VA",37.5241,-77.4608
,"Roanoke city, VA",51770.0,64.77,48.09,88.39,"Roanoke city, VA",37.2732,-79.9598
,"Salem city, VA",51775.0,63.69,47.34,87.59,"Salem city, VA",37.2883,-80.0705
,"South Boston  city, VA",51780.0,67.9,49.51,90.61,"South Boston  city, VA",,
,"Staunton city, VA",51790.0,62.08,45.58,86.98,"Staunton city, VA",38.1577,-79.0633
,"Suffolk city, VA",51800.0,68.46,50.64,91.47,"Suffolk city, VA",36.7317,-76.6221
,"Virginia Beach city, VA",51810.0,66.74,53.61,90.57,"Virginia Beach city, VA",36.7411,-76.0335
,"Waynesboro city, VA",51820.0,62.13,46.12,87.07,"Waynesboro city, VA",38.0661,-78.9052
,"Williamsburg city, VA",51830.0,66.83,50.22,90.76,"Williamsburg city, VA",37.279,-76.6939
,"Winchester city, VA",51840.0,62.02,45.42,88.2,"Winchester city, VA",39.1673,-78.1735
,"Adams County, WA",53001.0,60.83,44.57,85.43,"Adams County, WA",46.9968,-118.4708
,"Asotin County, WA",53003.0,58.14,42.71,84.19,"Asotin County, WA",46.2299,-117.1874
,"Benton County, WA",53005.0,64.15,46.74,86.63,"Benton County, WA",46.2826,-119.5709
,"Chelan County, WA",53007.0,49.54,35.13,82.62,"Chelan County, WA",47.9098,-120.5391
,"Clallam County, WA",53009.0,53.13,41.68,82.3,"Clallam County, WA",48.13,-124.0838
,"Clark County, WA",53011.0,59.36,45.04,85.6,"Clark County, WA",45.8042,-122.52
,"Columbia County, WA",53013.0,57.66,43.0,85.15,"Columbia County, WA",46.3041,-117.9269
,"Cowlitz County, WA",53015.0,56.64,41.1,85.15,"Cowlitz County, WA",46.1148,-122.6116
,"Douglas County, WA",53017.0,57.58,41.69,83.63,"Douglas County, WA",47.6869,-119.7491
,"Ferry County, WA",53019.0,53.11,36.84,82.74,"Ferry County, WA",48.4175,-118.5235
,"Franklin County, WA",53021.0,63.76,46.05,86.82,"Franklin County, WA",46.4669,-118.9422
,"Garfield County, WA",53023.0,57.65,42.58,85.01,"Garfield County, WA",46.3542,-117.5476
,"Grant County, WA",53025.0,61.48,44.72,85.47,"Grant County, WA",47.284,-119.492
,"Grays Harbor County, WA",53027.0,56.54,44.47,84.52,"Grays Harbor County, WA",47.1649,-123.8418
,"Island County, WA",53029.0,55.78,46.97,84.72,"Island County, WA",48.1587,-122.5982
,"Jefferson County, WA",53031.0,51.1,40.16,83.48,"Jefferson County, WA",47.8319,-123.6728
,"King County, WA",53033.0,54.07,40.83,84.98,"King County, WA",47.4335,-121.8726
,"Kitsap County, WA",53035.0,59.21,44.45,84.97,"Kitsap County, WA",47.6727,-122.6826
,"Kittitas County, WA",53037.0,53.34,37.87,83.41,"Kittitas County, WA",47.1679,-120.6629
,"Klickitat County, WA",53039.0,58.79,43.19,84.23,"Klickitat County, WA",45.8257,-120.7766
,"Lewis County, WA",53041.0,54.42,39.87,84.46,"Lewis County, WA",46.5892,-122.3843
,"Lincoln County, WA",53043.0,58.12,42.17,84.09,"Lincoln County, WA",47.6123,-118.3998
,"Mason County, WA",53045.0,56.21,41.65,84.76,"Mason County, WA",47.3456,-123.3253
,"Okanogan County, WA",53047.0,50.28,35.29,82.84,"Okanogan County, WA",48.4732,-119.7409
,"Pacific County, WA",53049.0,56.51,44.34,84.53,"Pacific County, WA",46.5179,-123.6271
,"Pend Oreille County, WA",53051.0,52.25,36.01,82.74,"Pend Oreille County, WA",48.5392,-117.2681
,"Pierce County, WA",53053.0,52.82,38.61,84.98,"Pierce County, WA",47.0256,-122.0375
,"San Juan County, WA",53055.0,52.19,49.3,Missing,"San Juan County, WA",48.6522,-122.8183
,"Skagit County, WA",53057.0,50.12,39.38,84.03,"Skagit County, WA",48.4771,-121.7638
,"Skamania County, WA",53059.0,52.02,38.13,82.92,"Skamania County, WA",45.9743,-121.9292
,"Snohomish County, WA",53061.0,51.44,39.4,84.86,"Snohomish County, WA",48.0379,-121.682
,"Spokane County, WA",53063.0,57.07,40.69,83.95,"Spokane County, WA",47.6423,-117.4305
,"Stevens County, WA",53065.0,55.11,38.15,83.32,"Stevens County, WA",48.3997,-117.8489
,"Thurston County, WA",53067.0,58.82,42.85,85.11,"Thurston County, WA",46.9724,-122.8948
,"Wahkiakum County, WA",53069.0,57.83,43.53,84.93,"Wahkiakum County, WA",46.2684,-123.3392
,"Walla Walla County, WA",53071.0,63.03,46.69,86.72,"Walla Walla County, WA",46.3041,-118.5042
,"Whatcom County, WA",53073.0,48.97,36.44,83.87,"Whatcom County, WA",48.8219,-121.7266
,"Whitman County, WA",53075.0,59.25,43.67,85.08,"Whitman County, WA",46.8409,-117.522
,"Yakima County, WA",53077.0,55.24,39.76,84.27,"Yakima County, WA",46.5669,-120.6488
,"Barbour County, WV",54001.0,59.21,44.39,87.11,"Barbour County, WV",39.1254,-80.0274
,"Berkeley County, WV",54003.0,61.94,44.91,88.58,"Berkeley County, WV",39.4436,-78.0264
,"Boone County, WV",54005.0,62.43,46.82,87.9,"Boone County, WV",37.9975,-81.7141
,"Braxton County, WV",54007.0,61.41,46.45,88.21,"Braxton County, WV",38.7116,-80.7316
,"Brooke County, WV",54009.0,58.96,42.71,87.85,"Brooke County, WV",40.2763,-80.5678
,"Cabell County, WV",54011.0,63.98,47.35,89.28,"Cabell County, WV",38.413,-82.2762
,"Calhoun County, WV",54013.0,62.22,46.11,88.55,"Calhoun County, WV",38.8292,-81.1142
,"Clay County, WV",54015.0,62.02,46.88,88.22,"Clay County, WV",38.4672,-81.0583
,"Doddridge County, WV",54017.0,61.07,45.33,88.15,"Doddridge County, WV",39.2712,-80.7484
,"Fayette County, WV",54019.0,59.76,45.03,86.83,"Fayette County, WV",38.0418,-81.0963
,"Gilmer County, WV",54021.0,62.02,46.09,88.5,"Gilmer County, WV",38.9138,-80.8124
,"Grant County, WV",54023.0,58.96,42.54,86.14,"Grant County, WV",39.0712,-79.1885
,"Greenbrier County, WV",54025.0,58.0,42.13,85.19,"Greenbrier County, WV",37.976,-80.4033
,"Hampshire County, WV",54027.0,60.52,44.02,87.01,"Hampshire County, WV",39.3147,-78.6304
,"Hancock County, WV",54029.0,58.71,42.42,87.83,"Hancock County, WV",40.5165,-80.5704
,"Hardy County, WV",54031.0,59.71,42.79,86.05,"Hardy County, WV",38.9993,-78.8269
,"Harrison County, WV",54033.0,60.57,45.5,87.99,"Harrison County, WV",39.2852,-80.3964
,"Jackson County, WV",54035.0,62.95,46.41,88.91,"Jackson County, WV",38.8259,-81.6961
,"Jefferson County, WV",54037.0,62.35,45.34,88.9,"Jefferson County, WV",39.3165,-77.8596
,"Kanawha County, WV",54039.0,63.09,47.16,88.58,"Kanawha County, WV",38.2982,-81.5239
,"Lewis County, WV",54041.0,60.9,46.36,88.07,"Lewis County, WV",38.9458,-80.4933
,"Lincoln County, WV",54043.0,64.08,47.6,88.93,"Lincoln County, WV",38.1606,-82.0837
,"Logan County, WV",54045.0,62.8,47.19,87.72,"Logan County, WV",37.8334,-81.9426
,"McDowell County, WV",54047.0,61.81,46.05,86.61,"McDowell County, WV",37.3753,-81.6356
,"Marion County, WV",54049.0,60.06,44.63,87.81,"Marion County, WV",39.5144,-80.2637
,"Marshall County, WV",54051.0,59.62,43.95,87.94,"Marshall County, WV",39.8776,-80.6555
,"Mason County, WV",54053.0,63.5,46.8,89.16,"Mason County, WV",38.7534,-82.0024
,"Mercer County, WV",54055.0,59.7,43.07,85.08,"Mercer County, WV",37.4167,-81.0766
,"Mineral County, WV",54057.0,60.15,44.54,87.38,"Mineral County, WV",39.4433,-78.8643
,"Mingo County, WV",54059.0,63.6,47.65,88.07,"Mingo County, WV",37.7434,-82.2155
,"Monongalia County, WV",54061.0,59.57,44.32,87.7,"Monongalia County, WV",39.5788,-79.9721
,"Monroe County, WV",54063.0,60.48,43.31,85.6,"Monroe County, WV",37.5557,-80.5468
,"Morgan County, WV",54065.0,61.1,44.46,87.9,"Morgan County, WV",39.5438,-78.2986
,"Nicholas County, WV",54067.0,58.55,44.78,86.72,"Nicholas County, WV",38.3154,-80.8243
,"Ohio County, WV",54069.0,59.31,43.49,87.92,"Ohio County, WV",40.1011,-80.6141
,"Pendleton County, WV",54071.0,57.14,40.99,84.95,"Pendleton County, WV",38.6854,-79.3411
,"Pleasants County, WV",54073.0,61.67,45.28,88.54,"Pleasants County, WV",39.3727,-81.1556
,"Pocahontas County, WV",54075.0,55.08,40.01,84.5,"Pocahontas County, WV",38.3891,-79.9839
,"Preston County, WV",54077.0,57.13,43.0,86.37,"Preston County, WV",39.4556,-79.6899
,"Putnam County, WV",54079.0,63.84,47.51,89.12,"Putnam County, WV",38.4762,-81.891
,"Raleigh County, WV",54081.0,59.74,44.71,86.09,"Raleigh County, WV",37.7493,-81.1743
,"Randolph County, WV",54083.0,54.98,40.8,85.39,"Randolph County, WV",38.7548,-79.8266
,"Ritchie County, WV",54085.0,61.71,45.47,88.44,"Ritchie County, WV",39.199,-81.0842
,"Roane County, WV",54087.0,62.64,46.53,88.61,"Roane County, WV",38.7316,-81.3516
,"Summers County, WV",54089.0,60.61,43.99,85.95,"Summers County, WV",37.6488,-80.8773
,"Taylor County, WV",54091.0,59.68,44.63,87.5,"Taylor County, WV",39.352,-80.0487
,"Tucker County, WV",54093.0,54.95,40.44,85.18,"Tucker County, WV",39.1181,-79.5763
,"Tyler County, WV",54095.0,61.11,45.19,88.4,"Tyler County, WV",39.4508,-80.8217
,"Upshur County, WV",54097.0,59.07,45.06,87.05,"Upshur County, WV",38.8996,-80.2329
,"Wayne County, WV",54099.0,64.19,47.54,89.04,"Wayne County, WV",38.1326,-82.4393
,"Webster County, WV",54101.0,57.41,43.62,86.57,"Webster County, WV",38.4686,-80.4353
,"Wetzel County, WV",54103.0,60.01,44.41,87.99,"Wetzel County, WV",39.5757,-80.6598
,"Wirt County, WV",54105.0,62.21,46.0,88.73,"Wirt County, WV",39.0406,-81.4067
,"Wood County, WV",54107.0,62.18,45.82,88.8,"Wood County, WV",39.2188,-81.5037
,"Wyoming County, WV",54109.0,61.41,45.92,86.67,"Wyoming County, WV",37.6036,-81.5699
,"Adams County, WI",55001.0,53.53,36.28,88.79,"Adams County, WI",43.9464,-89.7748
,"Ashland County, WI",55003.0,48.71,34.3,87.62,"Ashland County, WI",46.3491,-90.7366
,"Barron County, WI",55005.0,51.01,33.98,88.01,"Barron County, WI",45.4265,-91.8486
,"Bayfield County, WI",55007.0,48.65,33.8,87.84,"Bayfield County, WI",46.5601,-91.2402
,"Brown County, WI",55009.0,52.54,37.57,88.32,"Brown County, WI",44.4646,-87.9779
,"Buffalo County, WI",55011.0,53.3,35.71,89.39,"Buffalo County, WI",44.3147,-91.722
,"Burnett County, WI",55013.0,51.32,34.0,88.48,"Burnett County, WI",45.8994,-92.363
,"Calumet County, WI",55015.0,52.9,37.17,88.58,"Calumet County, WI",44.0612,-88.2235
,"Chippewa County, WI",55017.0,51.95,34.49,88.46,"Chippewa County, WI",45.0767,-91.2876
,"Clark County, WI",55019.0,51.75,34.89,88.49,"Clark County, WI",44.7321,-90.6192
,"Columbia County, WI",55021.0,54.4,37.1,89.2,"Columbia County, WI",43.4614,-89.3035
,"Crawford County, WI",55023.0,55.02,37.18,89.88,"Crawford County, WI",43.2104,-90.8849
,"Dane County, WI",55025.0,54.85,37.53,89.47,"Dane County, WI",43.073,-89.4247
,"Dodge County, WI",55027.0,53.9,37.09,89.06,"Dodge County, WI",43.413,-88.7032
,"Door County, WI",55029.0,48.68,39.98,86.56,"Door County, WI",44.9881,-87.267
,"Douglas County, WI",55031.0,49.98,33.2,88.05,"Douglas County, WI",46.4537,-91.9223
,"Dunn County, WI",55033.0,52.42,35.14,88.9,"Dunn County, WI",44.9461,-91.8932
,"Eau Claire County, WI",55035.0,52.54,34.92,88.88,"Eau Claire County, WI",44.7306,-91.286
,"Florence County, WI",55037.0,49.24,33.25,87.48,"Florence County, WI",45.8674,-88.3756
,"Fond du Lac County, WI",55039.0,53.13,36.84,88.77,"Fond du Lac County, WI",43.7377,-88.5229
,"Forest County, WI",55041.0,48.98,33.14,87.14,"Forest County, WI",45.729,-88.8616
,"Grant County, WI",55043.0,55.42,37.72,90.01,"Grant County, WI",42.8621,-90.7628
,"Green County, WI",55045.0,55.38,38.02,89.85,"Green County, WI",42.6775,-89.6024
,"Green Lake County, WI",55047.0,53.83,36.7,88.98,"Green Lake County, WI",43.8078,-89.0268
,"Iowa County, WI",55049.0,54.71,37.2,89.54,"Iowa County, WI",43.0094,-90.1334
,"Iron County, WI",55051.0,47.72,33.31,87.09,"Iron County, WI",46.287,-90.2401
,"Jackson County, WI",55053.0,53.01,35.72,89.07,"Jackson County, WI",44.3311,-90.7417
,"Jefferson County, WI",55055.0,54.92,38.02,89.54,"Jefferson County, WI",43.0217,-88.7768
,"Juneau County, WI",55057.0,53.62,36.91,89.03,"Juneau County, WI",43.9467,-90.1322
,"Kenosha County, WI",55059.0,54.75,41.07,89.39,"Kenosha County, WI",42.5814,-88.0586
,"Kewaunee County, WI",55061.0,49.44,39.81,86.33,"Kewaunee County, WI",44.5033,-87.6245
,"La Crosse County, WI",55063.0,53.94,37.05,89.61,"La Crosse County, WI",43.9075,-91.1276
,"Lafayette County, WI",55065.0,55.55,38.16,89.9,"Lafayette County, WI",42.6602,-90.1317
,"Langlade County, WI",55067.0,49.62,33.95,87.27,"Langlade County, WI",45.2517,-89.0523
,"Lincoln County, WI",55069.0,49.91,34.16,87.52,"Lincoln County, WI",45.3385,-89.7354
,"Manitowoc County, WI",55071.0,50.07,39.81,87.14,"Manitowoc County, WI",44.1103,-87.8415
,"Marathon County, WI",55073.0,51.07,35.04,87.85,"Marathon County, WI",44.8951,-89.7693
,"Marinette County, WI",55075.0,50.66,36.19,87.89,"Marinette County, WI",45.382,-88.1503
,"Marquette County, WI",55077.0,53.98,36.66,89.07,"Marquette County, WI",43.8129,-89.3981
,"Menominee County, WI",55078.0,51.52,35.5,88.06,"Menominee County, WI",44.9899,-88.7347
,"Milwaukee County, WI",55079.0,53.46,41.04,89.14,"Milwaukee County, WI",43.0178,-87.9818
,"Monroe County, WI",55081.0,53.31,37.11,88.95,"Monroe County, WI",43.9434,-90.6118
,"Oconto County, WI",55083.0,52.02,36.57,88.32,"Oconto County, WI",45.0268,-88.3037
,"Oneida County, WI",55085.0,49.03,32.79,87.13,"Oneida County, WI",45.6879,-89.5447
,"Outagamie County, WI",55087.0,53.24,36.79,88.55,"Outagamie County, WI",44.419,-88.4637
,"Ozaukee County, WI",55089.0,52.46,40.73,88.76,"Ozaukee County, WI",43.3679,-87.9585
,"Pepin County, WI",55091.0,53.45,35.82,89.64,"Pepin County, WI",44.5458,-92.0873
,"Pierce County, WI",55093.0,52.67,35.05,89.08,"Pierce County, WI",44.7034,-92.4259
,"Polk County, WI",55095.0,51.26,34.4,88.24,"Polk County, WI",45.4696,-92.4193
,"Portage County, WI",55097.0,52.2,36.05,88.19,"Portage County, WI",44.4745,-89.475
,"Price County, WI",55099.0,49.36,33.17,87.3,"Price County, WI",45.6691,-90.3605
,"Racine County, WI",55101.0,54.32,40.45,89.44,"Racine County, WI",42.7271,-88.0428
,"Richland County, WI",55103.0,54.57,37.14,89.48,"Richland County, WI",43.3664,-90.4289
,"Rock County, WI",55105.0,55.53,38.51,89.74,"Rock County, WI",42.6692,-89.072
,"Rusk County, WI",55107.0,50.79,33.72,88.01,"Rusk County, WI",45.4691,-91.1092
,"St. Croix County, WI",55109.0,52.05,34.87,88.68,"St. Croix County, WI",45.0351,-92.4543
,"Sauk County, WI",55111.0,54.33,37.11,89.27,"Sauk County, WI",43.3945,-89.8965
,"Sawyer County, WI",55113.0,49.69,32.98,87.64,"Sawyer County, WI",45.902,-91.1097
,"Shawano County, WI",55115.0,52.21,35.72,88.17,"Shawano County, WI",44.8071,-88.7375
,"Sheboygan County, WI",55117.0,51.87,38.93,88.53,"Sheboygan County, WI",43.715,-87.9328
,"Taylor County, WI",55119.0,50.37,34.02,87.73,"Taylor County, WI",45.2065,-90.4856
,"Trempealeau County, WI",55121.0,53.28,35.85,89.39,"Trempealeau County, WI",44.2856,-91.3478
,"Vernon County, WI",55123.0,53.97,37.06,89.34,"Vernon County, WI",43.5769,-90.7714
,"Vilas County, WI",55125.0,48.26,32.14,86.97,"Vilas County, WI",46.0789,-89.4371
,"Walworth County, WI",55127.0,54.91,38.6,89.46,"Walworth County, WI",42.6678,-88.5413
,"Washburn County, WI",55129.0,50.41,33.13,87.94,"Washburn County, WI",45.9017,-91.7871
,"Washington County, WI",55131.0,52.84,38.26,88.67,"Washington County, WI",43.3686,-88.2293
,"Waukesha County, WI",55133.0,53.94,38.51,89.24,"Waukesha County, WI",43.0181,-88.3044
,"Waupaca County, WI",55135.0,52.93,36.4,88.51,"Waupaca County, WI",44.4525,-88.9801
,"Waushara County, WI",55137.0,53.18,36.25,88.51,"Waushara County, WI",44.1173,-89.2418
,"Winnebago County, WI",55139.0,53.63,36.76,88.82,"Winnebago County, WI",44.0677,-88.6452
