Notes,County,County Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F),County_Formatted,latitude,longitude
,"Fannin County, TX",48147.0,75.05,55.04,95.07,"Fannin County, TX",33.6132,-96.1193
,"Fayette County, TX",48149.0,80.63,59.59,94.95,"Fayette County, TX",29.8921,-96.9151
,"Fisher County, TX",48151.0,77.84,55.16,91.8,"Fisher County, TX",32.7425,-100.4024
,"Floyd County, TX",48153.0,73.35,50.88,88.89,"Floyd County, TX",34.069,-101.303
,"Foard County, TX",48155.0,77.01,54.05,93.45,"Foard County, TX",33.9777,-99.7617
,"Fort Bend County, TX",48157.0,79.25,60.82,95.16,"Fort Bend County, TX",29.5257,-95.746
,"Franklin County, TX",48159.0,75.9,54.62,94.98,"Franklin County, TX",33.179,-95.2164
,"Freestone County, TX",48161.0,78.49,56.5,95.19,"Freestone County, TX",31.7139,-96.1581
,"Frio County, TX",48163.0,84.59,61.89,94.98,"Frio County, TX",28.8624,-99.1075
,"Gaines County, TX",48165.0,75.78,53.33,88.61,"Gaines County, TX",32.7355,-102.6352
,"Galveston County, TX",48167.0,75.61,65.88,94.27,"Galveston County, TX",29.3824,-95.0331
,"Garza County, TX",48169.0,76.8,53.73,90.71,"Garza County, TX",33.1798,-101.298
,"Gillespie County, TX",48171.0,78.01,56.92,90.72,"Gillespie County, TX",30.3291,-98.9457
,"Glasscock County, TX",48173.0,77.89,55.15,89.9,"Glasscock County, TX",31.8477,-101.5209
,"Goliad County, TX",48175.0,82.54,61.74,94.95,"Goliad County, TX",28.6571,-97.4682
,"Gonzales County, TX",48177.0,82.05,60.52,95.04,"Gonzales County, TX",29.4484,-97.5027
,"Gray County, TX",48179.0,71.32,50.28,89.3,"Gray County, TX",35.3987,-100.8124
,"Grayson County, TX",48181.0,75.37,54.68,94.9,"Grayson County, TX",33.6831,-96.662
,"Gregg County, TX",48183.0,77.13,55.65,94.31,"Gregg County, TX",32.509,-94.8444
,"Grimes County, TX",48185.0,79.52,57.61,94.76,"Grimes County, TX",30.5451,-95.9916
,"Guadalupe County, TX",48187.0,81.78,60.04,94.6,"Guadalupe County, TX",29.6123,-97.9639
,"Hale County, TX",48189.0,73.21,49.68,88.36,"Hale County, TX",34.068,-101.8263
,"Hall County, TX",48191.0,75.85,53.33,92.02,"Hall County, TX",34.534,-100.6806
,"Hamilton County, TX",48193.0,77.97,57.2,93.11,"Hamilton County, TX",31.7167,-98.0987
,"Hansford County, TX",48195.0,71.09,48.53,89.41,"Hansford County, TX",36.2744,-101.3546
,"Hardeman County, TX",48197.0,76.56,53.52,93.4,"Hardeman County, TX",34.315,-99.7365
,"Hardin County, TX",48199.0,78.13,58.85,94.85,"Hardin County, TX",30.3124,-94.3867
,"Harris County, TX",48201.0,78.72,60.18,94.96,"Harris County, TX",29.8346,-95.389
,"Harrison County, TX",48203.0,76.57,55.88,94.3,"Harrison County, TX",32.5634,-94.3724
,"Hartley County, TX",48205.0,70.9,48.74,87.76,"Hartley County, TX",35.852,-102.602
,"Haskell County, TX",48207.0,77.76,55.3,93.07,"Haskell County, TX",33.1786,-99.7307
,"Hays County, TX",48209.0,79.8,59.47,93.37,"Hays County, TX",30.065,-98.0268
,"Hemphill County, TX",48211.0,71.8,49.17,90.86,"Hemphill County, TX",35.8244,-100.2707
,"Henderson County, TX",48213.0,77.8,55.73,94.77,"Henderson County, TX",32.1827,-95.8182
,"Hidalgo County, TX",48215.0,86.62,65.77,95.54,"Hidalgo County, TX",26.3986,-98.1887
,"Hill County, TX",48217.0,78.38,57.29,94.98,"Hill County, TX",31.9888,-97.1227
,"Hockley County, TX",48219.0,73.99,51.15,88.14,"Hockley County, TX",33.6124,-102.3431
,"Hood County, TX",48221.0,78.27,56.9,94.41,"Hood County, TX",32.3932,-97.8161
,"Hopkins County, TX",48223.0,75.81,55.26,95.05,"Hopkins County, TX",33.1751,-95.5852
,"Houston County, TX",48225.0,78.55,57.0,94.42,"Houston County, TX",31.26,-95.4349
,"Howard County, TX",48227.0,77.84,54.78,90.37,"Howard County, TX",32.2992,-101.4356
,"Hudspeth County, TX",48229.0,74.68,55.26,86.35,"Hudspeth County, TX",31.3165,-105.4233
,"Hunt County, TX",48231.0,76.08,55.31,95.02,"Hunt County, TX",33.1232,-96.0795
,"Hutchinson County, TX",48233.0,72.34,49.11,89.71,"Hutchinson County, TX",35.8101,-101.3545
,"Irion County, TX",48235.0,78.61,56.19,90.21,"Irion County, TX",31.3054,-100.9812
,"Jack County, TX",48237.0,76.72,55.27,94.11,"Jack County, TX",33.2355,-98.1705
,"Jackson County, TX",48239.0,80.6,61.89,95.23,"Jackson County, TX",28.9696,-96.562
,"Jasper County, TX",48241.0,77.76,57.63,94.51,"Jasper County, TX",30.7013,-93.9986
,"Jeff Davis County, TX",48243.0,72.93,53.37,84.86,"Jeff Davis County, TX",30.761,-104.158
,"Jefferson County, TX",48245.0,76.69,62.2,94.62,"Jefferson County, TX",29.8764,-94.1418
,"Jim Hogg County, TX",48247.0,85.61,64.71,94.55,"Jim Hogg County, TX",27.0717,-98.7105
,"Jim Wells County, TX",48249.0,84.53,63.89,95.13,"Jim Wells County, TX",27.659,-98.0873
,"Johnson County, TX",48251.0,77.83,56.8,94.52,"Johnson County, TX",32.3415,-97.3509
,"Jones County, TX",48253.0,78.26,55.51,92.64,"Jones County, TX",32.7392,-99.8789
,"Karnes County, TX",48255.0,83.24,61.48,94.99,"Karnes County, TX",28.9476,-97.9006
,"Kaufman County, TX",48257.0,77.44,56.1,95.47,"Kaufman County, TX",32.5982,-96.2991
,"Kendall County, TX",48259.0,78.41,58.61,91.63,"Kendall County, TX",29.93,-98.6715
,"Kenedy County, TX",48261.0,83.97,65.97,95.21,"Kenedy County, TX",26.9412,-97.7741
,"Kent County, TX",48263.0,77.5,54.61,91.68,"Kent County, TX",33.1797,-100.7781
,"Kerr County, TX",48265.0,78.03,57.46,90.21,"Kerr County, TX",30.0494,-99.3054
,"Kimble County, TX",48267.0,78.88,56.76,90.37,"Kimble County, TX",30.4915,-99.7102
,"King County, TX",48269.0,77.28,54.76,92.41,"King County, TX",33.6116,-100.2558
,"Kinney County, TX",48271.0,83.27,62.01,93.51,"Kinney County, TX",29.3544,-100.4105
,"Kleberg County, TX",48273.0,82.89,65.98,95.09,"Kleberg County, TX",27.4227,-97.9022
,"Knox County, TX",48275.0,77.55,54.77,93.43,"Knox County, TX",33.6159,-99.7337
,"Lamar County, TX",48277.0,74.89,54.32,95.17,"Lamar County, TX",33.6614,-95.5832
,"Lamb County, TX",48279.0,73.26,49.48,87.97,"Lamb County, TX",34.0888,-102.3518
,"Lampasas County, TX",48281.0,78.75,57.77,93.02,"Lampasas County, TX",31.2393,-98.2864
,"La Salle County, TX",48283.0,85.77,62.95,95.54,"La Salle County, TX",28.301,-99.0981
,"Lavaca County, TX",48285.0,81.02,60.42,94.99,"Lavaca County, TX",29.3566,-96.8972
,"Lee County, TX",48287.0,80.52,59.01,95.12,"Lee County, TX",30.2949,-96.8887
,"Leon County, TX",48289.0,78.88,57.13,94.9,"Leon County, TX",31.3146,-95.9962
,"Liberty County, TX",48291.0,78.19,59.46,94.88,"Liberty County, TX",30.1848,-94.8629
,"Limestone County, TX",48293.0,78.57,57.4,95.09,"Limestone County, TX",31.5165,-96.5516
,"Lipscomb County, TX",48295.0,70.76,49.29,90.52,"Lipscomb County, TX",36.3128,-100.2732
,"Live Oak County, TX",48297.0,84.75,62.51,95.4,"Live Oak County, TX",28.4249,-98.1422
,"Llano County, TX",48299.0,80.05,57.94,93.09,"Llano County, TX",30.704,-98.6891
,"Loving County, TX",48301.0,79.84,57.15,90.3,"Loving County, TX",31.826,-103.5679
,"Lubbock County, TX",48303.0,74.23,51.47,88.63,"Lubbock County, TX",33.6145,-101.8206
,"Lynn County, TX",48305.0,75.27,52.16,89.05,"Lynn County, TX",33.179,-101.8167
,"McCulloch County, TX",48307.0,79.03,56.21,91.9,"McCulloch County, TX",31.217,-99.3467
,"McLennan County, TX",48309.0,79.05,57.93,95.08,"McLennan County, TX",31.5514,-97.2004
,"McMullen County, TX",48311.0,85.44,62.67,95.47,"McMullen County, TX",28.3555,-98.5677
,"Madison County, TX",48313.0,79.37,57.39,94.97,"Madison County, TX",30.9585,-95.9474
,"Marion County, TX",48315.0,76.36,55.27,94.57,"Marion County, TX",32.7826,-94.3622
,"Martin County, TX",48317.0,77.41,54.38,89.75,"Martin County, TX",32.299,-101.9515
,"Mason County, TX",48319.0,79.36,57.21,91.66,"Mason County, TX",30.7183,-99.2239
,"Matagorda County, TX",48321.0,78.04,64.19,94.56,"Matagorda County, TX",28.8246,-95.9122
,"Maverick County, TX",48323.0,85.13,63.53,94.69,"Maverick County, TX",28.6426,-100.2812
,"Medina County, TX",48325.0,82.01,60.8,93.65,"Medina County, TX",29.4024,-99.1087
,"Menard County, TX",48327.0,78.53,55.83,90.57,"Menard County, TX",30.9164,-99.8004
,"Midland County, TX",48329.0,78.33,54.56,89.98,"Midland County, TX",31.8364,-102.0316
,"Milam County, TX",48331.0,80.2,58.29,95.33,"Milam County, TX",30.7849,-96.9758
,"Mills County, TX",48333.0,78.01,57.17,92.31,"Mills County, TX",31.4778,-98.6518
,"Mitchell County, TX",48335.0,78.21,55.32,91.11,"Mitchell County, TX",32.2991,-100.9214
,"Montague County, TX",48337.0,75.97,54.42,94.49,"Montague County, TX",33.7131,-97.732
,"Montgomery County, TX",48339.0,78.94,58.82,94.59,"Montgomery County, TX",30.3293,-95.5146
,"Moore County, TX",48341.0,71.46,48.33,88.73,"Moore County, TX",35.8374,-101.8929
,"Morris County, TX",48343.0,75.86,54.66,94.62,"Morris County, TX",33.1234,-94.7341
,"Motley County, TX",48345.0,75.91,53.9,91.34,"Motley County, TX",34.0728,-100.7798
,"Nacogdoches County, TX",48347.0,77.46,56.95,94.03,"Nacogdoches County, TX",31.5347,-94.5952
,"Navarro County, TX",48349.0,78.35,56.65,95.51,"Navarro County, TX",32.0628,-96.4755
,"Newton County, TX",48351.0,77.37,57.81,94.33,"Newton County, TX",30.7161,-93.745
,"Nolan County, TX",48353.0,76.77,54.54,90.34,"Nolan County, TX",32.3092,-100.4063
,"Nueces County, TX",48355.0,83.08,65.28,95.06,"Nueces County, TX",27.7778,-97.6629
,"Ochiltree County, TX",48357.0,71.0,48.63,89.95,"Ochiltree County, TX",36.2819,-100.8158
,"Oldham County, TX",48359.0,71.84,49.51,88.14,"Oldham County, TX",35.4003,-102.6039
,"Orange County, TX",48361.0,77.57,60.05,94.66,"Orange County, TX",30.1075,-93.8955
,"Palo Pinto County, TX",48363.0,77.76,56.31,94.08,"Palo Pinto County, TX",32.7706,-98.3186
,"Panola County, TX",48365.0,77.01,56.03,94.27,"Panola County, TX",32.1837,-94.3114
,"Parker County, TX",48367.0,77.26,56.31,94.21,"Parker County, TX",32.7816,-97.8046
,"Parmer County, TX",48369.0,72.03,48.12,87.35,"Parmer County, TX",34.5279,-102.7843
,"Pecos County, TX",48371.0,79.02,57.73,89.08,"Pecos County, TX",30.7143,-102.6595
,"Polk County, TX",48373.0,78.2,57.7,94.28,"Polk County, TX",30.8186,-94.897
,"Potter County, TX",48375.0,72.06,48.97,88.66,"Potter County, TX",35.3994,-101.8943
,"Presidio County, TX",48377.0,76.34,56.15,86.18,"Presidio County, TX",29.9461,-104.2391
,"Rains County, TX",48379.0,76.57,55.47,94.95,"Rains County, TX",32.8458,-95.8013
,"Randall County, TX",48381.0,71.74,48.22,88.14,"Randall County, TX",34.9643,-101.8967
,"Reagan County, TX",48383.0,78.44,56.02,89.84,"Reagan County, TX",31.3693,-101.523
,"Real County, TX",48385.0,78.7,58.3,90.11,"Real County, TX",29.853,-99.8126
,"Red River County, TX",48387.0,75.05,53.5,95.17,"Red River County, TX",33.6418,-95.0283
,"Reeves County, TX",48389.0,80.36,58.37,90.01,"Reeves County, TX",31.3853,-103.6537
,"Refugio County, TX",48391.0,80.42,64.92,94.53,"Refugio County, TX",28.3093,-97.1471
,"Roberts County, TX",48393.0,71.63,49.5,90.02,"Roberts County, TX",35.8244,-100.8135
,"Robertson County, TX",48395.0,79.45,57.72,95.12,"Robertson County, TX",31.0267,-96.5129
,"Rockwall County, TX",48397.0,77.03,55.76,95.16,"Rockwall County, TX",32.8972,-96.4077
,"Runnels County, TX",48399.0,78.74,55.65,91.77,"Runnels County, TX",31.839,-99.9766
,"Rusk County, TX",48401.0,77.07,55.85,93.95,"Rusk County, TX",32.1261,-94.7873
,"Sabine County, TX",48403.0,77.23,56.5,94.13,"Sabine County, TX",31.3731,-93.8461
,"San Augustine County, TX",48405.0,77.44,56.54,94.15,"San Augustine County, TX",31.377,-94.1756
,"San Jacinto County, TX",48407.0,78.58,57.97,94.41,"San Jacinto County, TX",30.6136,-95.1783
,"San Patricio County, TX",48409.0,82.79,64.78,94.95,"San Patricio County, TX",27.9997,-97.5016
,"San Saba County, TX",48411.0,79.06,57.09,92.4,"San Saba County, TX",31.2064,-98.8303
,"Schleicher County, TX",48413.0,78.27,56.29,89.96,"Schleicher County, TX",30.9013,-100.539
,"Scurry County, TX",48415.0,77.03,54.85,90.75,"Scurry County, TX",32.7541,-100.9166
,"Shackelford County, TX",48417.0,77.61,55.47,92.83,"Shackelford County, TX",32.7367,-99.354
,"Shelby County, TX",48419.0,77.15,56.3,94.1,"Shelby County, TX",31.7749,-94.127
,"Sherman County, TX",48421.0,71.11,47.46,88.84,"Sherman County, TX",36.2705,-101.8934
,"Smith County, TX",48423.0,77.1,55.27,94.23,"Smith County, TX",32.4125,-95.2456
,"Somervell County, TX",48425.0,78.6,57.51,94.73,"Somervell County, TX",32.2014,-97.7856
,"Starr County, TX",48427.0,87.1,65.78,95.39,"Starr County, TX",26.5105,-98.7859
,"Stephens County, TX",48429.0,78.1,55.29,93.61,"Stephens County, TX",32.7377,-98.836
,"Sterling County, TX",48431.0,77.96,55.25,90.22,"Sterling County, TX",31.8222,-101.0451
,"Stonewall County, TX",48433.0,78.06,55.14,92.58,"Stonewall County, TX",33.1802,-100.2535
,"Sutton County, TX",48435.0,78.99,57.2,90.22,"Sutton County, TX",30.4919,-100.5386
,"Swisher County, TX",48437.0,72.45,48.96,88.34,"Swisher County, TX",34.535,-101.7351
,"Tarrant County, TX",48439.0,77.75,56.27,95.08,"Tarrant County, TX",32.7708,-97.2917
,"Taylor County, TX",48441.0,77.2,54.95,91.3,"Taylor County, TX",32.3045,-99.8901
,"Terrell County, TX",48443.0,80.98,59.54,90.8,"Terrell County, TX",30.2125,-102.1628
,"Terry County, TX",48445.0,74.9,52.33,88.41,"Terry County, TX",33.1754,-102.3353
,"Throckmorton County, TX",48447.0,77.58,54.9,93.48,"Throckmorton County, TX",33.1541,-99.2122
,"Titus County, TX",48449.0,75.95,54.29,95.04,"Titus County, TX",33.19,-94.9689
,"Tom Green County, TX",48451.0,78.98,56.33,90.98,"Tom Green County, TX",31.3893,-100.4023
,"Travis County, TX",48453.0,80.35,59.59,94.34,"Travis County, TX",30.3252,-97.7773
,"Trinity County, TX",48455.0,78.63,56.54,94.45,"Trinity County, TX",31.1046,-95.1246
,"Tyler County, TX",48457.0,77.82,57.89,94.28,"Tyler County, TX",30.7932,-94.3877
,"Upshur County, TX",48459.0,76.69,55.06,94.42,"Upshur County, TX",32.7068,-94.9274
,"Upton County, TX",48461.0,79.01,55.82,89.94,"Upton County, TX",31.369,-102.0443
,"Uvalde County, TX",48463.0,82.45,61.33,93.23,"Uvalde County, TX",29.3551,-99.7622
,"Val Verde County, TX",48465.0,82.5,60.84,92.6,"Val Verde County, TX",29.7645,-101.0491
,"Van Zandt County, TX",48467.0,77.0,56.36,94.76,"Van Zandt County, TX",32.6033,-95.8351
,"Victoria County, TX",48469.0,81.33,62.04,95.15,"Victoria County, TX",28.7954,-96.9415
,"Walker County, TX",48471.0,79.06,57.63,94.53,"Walker County, TX",30.795,-95.5934
,"Waller County, TX",48473.0,79.58,58.96,94.9,"Waller County, TX",29.9884,-95.9999
,"Ward County, TX",48475.0,81.24,58.0,91.09,"Ward County, TX",31.4598,-103.1287
,"Washington County, TX",48477.0,79.99,58.63,94.99,"Washington County, TX",30.2215,-96.4299
,"Webb County, TX",48479.0,85.61,64.21,94.69,"Webb County, TX",27.7332,-99.288
,"Wharton County, TX",48481.0,79.96,60.79,95.13,"Wharton County, TX",29.299,-96.221
,"Wheeler County, TX",48483.0,72.4,50.39,90.95,"Wheeler County, TX",35.4067,-100.2697
,"Wichita County, TX",48485.0,76.59,53.62,94.61,"Wichita County, TX",33.9973,-98.6882
,"Wilbarger County, TX",48487.0,76.75,53.76,94.14,"Wilbarger County, TX",34.1523,-99.2142
,"Willacy County, TX",48489.0,83.5,66.92,94.69,"Willacy County, TX",26.4556,-97.7389
,"Williamson County, TX",48491.0,79.81,59.08,94.25,"Williamson County, TX",30.6541,-97.6352
,"Wilson County, TX",48493.0,82.83,60.91,94.9,"Wilson County, TX",29.1652,-98.0851
,"Winkler County, TX",48495.0,79.08,56.53,90.06,"Winkler County, TX",31.8614,-103.0627
,"Wise County, TX",48497.0,76.9,55.83,94.71,"Wise County, TX",33.2115,-97.6555
,"Wood County, TX",48499.0,76.51,54.91,94.51,"Wood County, TX",32.7755,-95.3972
,"Yoakum County, TX",48501.0,74.31,51.78,87.82,"Yoakum County, TX",33.1614,-102.828
,"Young County, TX",48503.0,77.3,55.09,93.92,"Young County, TX",33.1668,-98.6883
,"Zapata County, TX",48505.0,86.85,65.88,95.26,"Zapata County, TX",26.9454,-99.1717
,"Zavala County, TX",48507.0,84.94,62.39,95,"Zavala County, TX",28.8648,-99.7623
,"Beaver County, UT",49001.0,58.59,41.2,82.74,"Beaver County, UT",38.362,-113.2065
,"Box Elder County, UT",49003.0,59.27,44.16,84.97,"Box Elder County, UT",41.5026,-112.9735
,"Cache County, UT",49005.0,52.87,36.31,82.94,"Cache County, UT",41.6848,-111.7322
,"Carbon County, UT",49007.0,53.76,37.67,81.7,"Carbon County, UT",39.641,-110.6021
,"Daggett County, UT",49009.0,49.9,33.88,80.84,"Daggett County, UT",40.8298,-109.6975
,"Davis County, UT",49011.0,61.48,44.93,85.76,"Davis County, UT",40.9641,-112.0929
,"Duchesne County, UT",49013.0,50.2,34.48,82.42,"Duchesne County, UT",40.3319,-110.4366
,"Emery County, UT",49015.0,61.04,44.86,84.54,"Emery County, UT",39.1047,-110.7079
,"Garfield County, UT",49017.0,58.22,41.54,84.27,"Garfield County, UT",37.8459,-111.4965
,"Grand County, UT",49019.0,60.83,44.2,84.8,"Grand County, UT",39.0017,-109.5967
,"Iron County, UT",49021.0,58.05,41.79,82.6,"Iron County, UT",37.8165,-113.3138
,"Juab County, UT",49023.0,59.9,44.18,84.09,"Juab County, UT",39.6657,-112.8826
,"Kane County, UT",49025.0,63.15,46.02,84.79,"Kane County, UT",37.2729,-111.8853
,"Millard County, UT",49027.0,61.19,44.75,84.53,"Millard County, UT",39.0955,-113.0316
,"Morgan County, UT",49029.0,52.51,36.17,81.16,"Morgan County, UT",41.0775,-111.6511
,"Piute County, UT",49031.0,52.29,35.28,80.52,"Piute County, UT",38.3283,-112.093
,"Rich County, UT",49033.0,51.33,34.56,80.93,"Rich County, UT",41.5725,-111.2382
,"Salt Lake County, UT",49035.0,57.78,40.48,84.24,"Salt Lake County, UT",40.6684,-111.9031
,"San Juan County, UT",49037.0,63.03,46.58,85.23,"San Juan County, UT",37.7516,-109.7449
,"Sanpete County, UT",49039.0,53.03,36.95,81.99,"Sanpete County, UT",39.4342,-111.5243
,"Sevier County, UT",49041.0,53.24,36.9,81.44,"Sevier County, UT",38.7797,-111.7638
,"Summit County, UT",49043.0,45.9,30.08,80.66,"Summit County, UT",40.9014,-110.7554
,"Tooele County, UT",49045.0,61.29,46.06,85.58,"Tooele County, UT",40.4924,-113.1134
,"Uintah County, UT",49047.0,57.27,41.15,83.9,"Uintah County, UT",40.1698,-109.5135
,"Utah County, UT",49049.0,56.02,38.64,83.4,"Utah County, UT",40.1782,-111.691
,"Wasatch County, UT",49051.0,49.03,32.26,80.84,"Wasatch County, UT",40.2966,-111.135
,"Washington County, UT",49053.0,65.27,47.98,85.8,"Washington County, UT",37.3071,-113.4764
,"Wayne County, UT",49055.0,60.27,43.62,85.44,"Wayne County, UT",38.33,-110.9058
,"Weber County, UT",49057.0,56.87,41.04,84.48,"Weber County, UT",41.2554,-111.8947
,"Addison County, VT",50001.0,51.25,37.56,88.09,"Addison County, VT",44.0288,-73.078
,"Bennington County, VT",50003.0,49.73,36.54,86.45,"Bennington County, VT",43.0268,-73.1364
,"Caledonia County, VT",50005.0,48.7,35.08,86.58,"Caledonia County, VT",44.4632,-72.1084
,"Chittenden County, VT",50007.0,51.27,37.02,87.68,"Chittenden County, VT",44.4425,-73.0527
,"Essex County, VT",50009.0,47.38,33.87,85.9,"Essex County, VT",44.6823,-71.7338
,"Franklin County, VT",50011.0,50.29,36.75,86.81,"Franklin County, VT",44.8257,-72.8735
,"Grand Isle County, VT",50013.0,52.75,38.6,87.56,"Grand Isle County, VT",44.7892,-73.2928
,"Lamoille County, VT",50015.0,48.67,35.34,86.34,"Lamoille County, VT",44.6012,-72.6366
,"Orange County, VT",50017.0,50.12,36.01,86.89,"Orange County, VT",43.9959,-72.4402
,"Orleans County, VT",50019.0,48.37,35.12,85.97,"Orleans County, VT",44.7761,-72.2585
,"Rutland County, VT",50021.0,50.4,36.7,87.26,"Rutland County, VT",43.576,-73.0283
,"Washington County, VT",50023.0,48.95,35.21,86.48,"Washington County, VT",44.2623,-72.6134
,"Windham County, VT",50025.0,51.0,37.45,87.14,"Windham County, VT",42.9961,-72.7339
,"Windsor County, VT",50027.0,50.73,36.77,86.99,"Windsor County, VT",43.5932,-72.5478
,"Accomack County, VA",51001.0,61.34,53.88,88.22,"Accomack County, VA",37.7449,-75.6727
,"Albemarle County, VA",51003.0,64.99,47.47,89.48,"Albemarle County, VA",38.0006,-78.5618
,"Alleghany County, VA",51005.0,60.78,43.68,85.84,"Alleghany County, VA",37.7788,-80.1069
,"Amelia County, VA",51007.0,67.22,48.69,90.57,"Amelia County, VA",37.3461,-78.0427
,"Amherst County, VA",51009.0,64.64,48.14,88.86,"Amherst County, VA",37.6,-79.1631
,"Appomattox County, VA",51011.0,66.2,48.3,89.67,"Appomattox County, VA",37.3799,-78.7934
,"Arlington County, VA",51013.0,63.98,46.97,90.05,"Arlington County, VA",38.8811,-77.1079
,"Augusta County, VA",51015.0,60.72,44.28,86.37,"Augusta County, VA",38.1803,-79.3064
,"Bath County, VA",51017.0,59.49,42.99,85.66,"Bath County, VA",38.0555,-79.7352
,"Bedford County, VA",51019.0,64.85,48.11,88.67,"Bedford County, VA",37.3125,-79.5652
,"Bland County, VA",51021.0,59.25,43.37,84.71,"Bland County, VA",37.1272,-81.0776
,"Botetourt County, VA",51023.0,62.92,46.23,87.28,"Botetourt County, VA",37.5543,-79.7551
,"Brunswick County, VA",51025.0,68.07,49.35,91.04,"Brunswick County, VA",36.7851,-77.8417
,"Buchanan County, VA",51027.0,62.3,46.63,86.7,"Buchanan County, VA",37.2884,-82.0618
,"Buckingham County, VA",51029.0,66.36,48.18,90.08,"Buckingham County, VA",37.5633,-78.5588
,"Campbell County, VA",51031.0,66.35,48.91,89.71,"Campbell County, VA",37.2284,-79.0965
,"Caroline County, VA",51033.0,66.12,47.76,90.58,"Caroline County, VA",38.0149,-77.3703
,"Carroll County, VA",51035.0,60.95,44.4,85.63,"Carroll County, VA",36.7464,-80.7437
,"Charles City County, VA",51036.0,67.72,48.62,91.17,"Charles City County, VA",37.3618,-77.0793
,"Charlotte County, VA",51037.0,67.16,49.16,90.21,"Charlotte County, VA",36.9742,-78.6045
,"Chesterfield County, VA",51041.0,67.27,48.11,90.79,"Chesterfield County, VA",37.3899,-77.6298
,"Clarke County, VA",51043.0,62.67,46.03,88.82,"Clarke County, VA",39.1225,-77.9705
,"Craig County, VA",51045.0,60.61,43.78,85.68,"Craig County, VA",37.4878,-80.1897
,"Culpeper County, VA",51047.0,64.7,47.44,89.97,"Culpeper County, VA",38.5056,-78.0018
,"Cumberland County, VA",51049.0,67.02,48.44,90.54,"Cumberland County, VA",37.526,-78.2218
,"Dickenson County, VA",51051.0,62.15,46.56,86.44,"Dickenson County, VA",37.1314,-82.361
,"Dinwiddie County, VA",51053.0,67.63,48.96,90.9,"Dinwiddie County, VA",37.0729,-77.6462
,"Essex County, VA",51057.0,66.14,48.06,90.69,"Essex County, VA",37.9457,-76.9732
,"Fairfax County, VA",51059.0,64.1,46.78,89.85,"Fairfax County, VA",38.8316,-77.3234
,"Fauquier County, VA",51061.0,63.95,46.8,89.54,"Fauquier County, VA",38.7121,-77.8162
,"Floyd County, VA",51063.0,60.14,43.68,85.08,"Floyd County, VA",36.9111,-80.4084
,"Fluvanna County, VA",51065.0,66.33,47.71,90.33,"Fluvanna County, VA",37.8456,-78.2738
,"Franklin County, VA",51067.0,64.95,47.96,88.47,"Franklin County, VA",37.0076,-79.8606
,"Frederick County, VA",51069.0,61.6,45.04,87.87,"Frederick County, VA",39.2372,-78.2234
,"Giles County, VA",51071.0,59.9,42.64,85.24,"Giles County, VA",37.3145,-80.668
,"Gloucester County, VA",51073.0,66.19,51.03,90.53,"Gloucester County, VA",37.4244,-76.5714
,"Goochland County, VA",51075.0,66.73,47.51,90.56,"Goochland County, VA",37.7345,-77.9668
,"Grayson County, VA",51077.0,58.41,43.17,84.38,"Grayson County, VA",36.6833,-81.2368
,"Greene County, VA",51079.0,60.94,45.03,87.29,"Greene County, VA",38.3303,-78.4797
,"Greensville County, VA",51081.0,68.49,49.56,91.46,"Greensville County, VA",36.7217,-77.5729
,"Halifax County, VA",51083.0,67.72,49.44,90.5,"Halifax County, VA",36.803,-78.9171
,"Hanover County, VA",51085.0,66.64,47.72,90.6,"Hanover County, VA",37.7717,-77.5521
,"Henrico County, VA",51087.0,67.18,47.82,90.83,"Henrico County, VA",37.5317,-77.3031
,"Henry County, VA",51089.0,66.27,49.2,89.23,"Henry County, VA",36.6989,-79.9864
,"Highland County, VA",51091.0,56.52,40.76,84.42,"Highland County, VA",38.3866,-79.5178
,"Isle of Wight County, VA",51093.0,67.85,50.53,91.25,"Isle of Wight County, VA",36.8934,-76.6913
,"James City County, VA",51095.0,67.06,49.53,90.78,"James City County, VA",37.3128,-76.8041
,"King and Queen County, VA",51097.0,66.4,48.43,90.67,"King and Queen County, VA",37.7066,-76.8602
,"King George County, VA",51099.0,65.7,47.2,90.75,"King George County, VA",38.2712,-77.1806
,"King William County, VA",51101.0,66.76,48.07,90.78,"King William County, VA",37.7166,-77.1211
,"Lancaster County, VA",51103.0,62.73,51.9,88.71,"Lancaster County, VA",37.7254,-76.4625
,"Lee County, VA",51105.0,62.51,47.98,86.96,"Lee County, VA",36.7435,-82.9795
,"Loudoun County, VA",51107.0,63.17,46.26,89.27,"Loudoun County, VA",39.0858,-77.6642
,"Louisa County, VA",51109.0,65.99,47.25,90.22,"Louisa County, VA",37.941,-77.934
,"Lunenburg County, VA",51111.0,67.4,48.85,90.33,"Lunenburg County, VA",36.9432,-78.2456
,"Madison County, VA",51113.0,63.15,47.18,89,"Madison County, VA",38.429,-78.2789
,"Mathews County, VA",51115.0,63.82,53.31,89.2,"Mathews County, VA",37.4196,-76.2904
,"Mecklenburg County, VA",51117.0,68.24,49.57,90.77,"Mecklenburg County, VA",36.7165,-78.3332
,"Middlesex County, VA",51119.0,65.51,50.59,90.13,"Middlesex County, VA",37.6405,-76.6329
,"Montgomery County, VA",51121.0,61.37,44.61,85.86,"Montgomery County, VA",37.1748,-80.3743
